Folio 51 recto,Column A,Line 01
Folio 54 recto,Column A,Line 36
Folio 54 recto,Column A,Line 37
Folio 54 recto,Column A,Line 38
Folio 54 recto,Column A,Line 39
Folio 54 recto,Column A,Line 40
Folio 54 recto,Column A,Line 41
Folio 54 recto,Column A,Line 42
Folio 54 recto,Column A,Line 43
Folio 54 recto,Column A,Line 44
Folio 54 recto,Column A,Line 45
Folio 54 recto,Column A,Line 46
Folio 54 recto,Column A,Line 47
Folio 54 recto,Column B,Line 01
Folio 54 recto,Column B,Line 02
Folio 54 recto,Column B,Line 03
Folio 54 recto,Column B,Line 04
Folio 54 recto,Column B,Line 05
Folio 54 recto,Column B,Line 06
Folio 54 recto,Column B,Line 07
Folio 54 recto,Column B,Line 08
Folio 54 recto,Column B,Line 09
Folio 54 recto,Column B,Line 10
Folio 54 recto,Column B,Line 11
Folio 54 recto,Column B,Line 12
Folio 54 recto,Column B,Line 13
Folio 54 recto,Column B,Line 14
Folio 54 recto,Column B,Line 15
Folio 54 recto,Column B,Line 16
Folio 54 recto,Column B,Line 17
Folio 54 recto,Column B,Line 18
Folio 54 recto,Column B,Line 19
Folio 54 recto,Column B,Line 20
Folio 54 recto,Column B,Line 21
Folio 54 recto,Column B,Line 22
Folio 54 recto,Column B,Line 23
Folio 54 recto,Column B,Line 24
Folio 54 recto,Column B,Line 25
Folio 54 recto,Column B,Line 26
Folio 54 recto,Column B,Line 27
Folio 54 recto,Column B,Line 28
Folio 54 recto,Column B,Line 29
Folio 54 recto,Column B,Line 30
Folio 54 recto,Column B,Line 31
Folio 54 recto,Column B,Line 32
Folio 54 recto,Column B,Line 33
Folio 54 recto,Column B,Line 34
Folio 54 recto,Column B,Line 35
Folio 54 recto,Column B,Line 36
Folio 54 recto,Column B,Line 37
Folio 54 recto,Column B,Line 38
Folio 54 recto,Column B,Line 39
Folio 54 recto,Column B,Line 40
Folio 54 recto,Column B,Line 41
Folio 54 recto,Column B,Line 42
Folio 54 recto,Column B,Line 43
Folio 54 recto,Column B,Line 44
Folio 54 verso,Column A,Line 01
Folio 54 verso,Column A,Line 02
Folio 54 verso,Column A,Line 03
Folio 54 verso,Column A,Line 04
Folio 54 verso,Column A,Line 05
Folio 54 verso,Column A,Line 06
Folio 54 verso,Column A,Line 07
Folio 54 verso,Column A,Line 08
Folio 54 verso,Column A,Line 09
Folio 54 verso,Column A,Line 10
Folio 54 verso,Column A,Line 11
Folio 54 verso,Column A,Line 12
Folio 54 verso,Column A,Line 13
Folio 54 verso,Column A,Line 14
Folio 54 verso,Column A,Line 15
Folio 54 verso,Column A,Line 16
Folio 54 verso,Column A,Line 17
Folio 54 verso,Column A,Line 18
Folio 54 verso,Column A,Line 19
Folio 54 verso,Column A,Line 20
Folio 54 verso,Column A,Line 21
Folio 54 verso,Column A,Line 22
Folio 54 verso,Column A,Line 23
Folio 54 verso,Column A,Line 24
Folio 54 verso,Column A,Line 25
Folio 54 verso,Column A,Line 26
Folio 54 verso,Column A,Line 27
Folio 54 verso,Column A,Line 28
Folio 54 verso,Column A,Line 29
Folio 54 verso,Column A,Line 30
Folio 54 verso,Column A,Line 31
Folio 54 verso,Column A,Line 32
Folio 54 verso,Column A,Line 33
Folio 54 verso,Column A,Line 34
Folio 54 verso,Column A,Line 35
Folio 54 verso,Column A,Line 36
Folio 54 verso,Column A,Line 37
Folio 54 verso,Column A,Line 38
Folio 54 verso,Column A,Line 39
Folio 54 verso,Column A,Line 40
Folio 54 verso,Column A,Line 41
Folio 54 verso,Column A,Line 42
Folio 54 verso,Column A,Line 43
Folio 54 verso,Column A,Line 44
Folio 54 verso,Column A,Line 45
Folio 54 verso,Column A,Line 46
Folio 54 verso,Column A,Line 47
Folio 54 verso,Column B,Line 01
Folio 54 verso,Column B,Line 02
Folio 54 verso,Column B,Line 03
Folio 54 verso,Column B,Line 04
Folio 54 verso,Column B,Line 05
Folio 54 verso,Column B,Line 06
Folio 54 verso,Column B,Line 07
Folio 54 verso,Column B,Line 08
Folio 54 verso,Column B,Line 09
Folio 54 verso,Column B,Line 10
Folio 54 verso,Column B,Line 11
Folio 54 verso,Column B,Line 12
Folio 54 verso,Column B,Line 13
Folio 54 verso,Column B,Line 14
Folio 54 verso,Column B,Line 15
Folio 54 verso,Column B,Line 16
Folio 54 verso,Column B,Line 17
Folio 54 verso,Column B,Line 18
Folio 54 verso,Column B,Line 19
Folio 54 verso,Column B,Line 20
Folio 54 verso,Column B,Line 21
Folio 54 verso,Column B,Line 22
Folio 54 verso,Column B,Line 23
Folio 54 verso,Column B,Line 24
Folio 54 verso,Column B,Line 25
Folio 54 verso,Column B,Line 26
Folio 54 verso,Column B,Line 27
Folio 54 verso,Column B,Line 28
Folio 54 verso,Column B,Line 29
Folio 54 verso,Column B,Line 30
Folio 54 verso,Column B,Line 31
Folio 54 verso,Column B,Line 32
Folio 54 verso,Column B,Line 33
Folio 54 verso,Column B,Line 34
Folio 54 verso,Column B,Line 35
Folio 54 verso,Column B,Line 36
Folio 54 verso,Column B,Line 37
Folio 54 verso,Column B,Line 38
Folio 54 verso,Column B,Line 39
Folio 54 verso,Column B,Line 40
Folio 54 verso,Column B,Line 41
Folio 54 verso,Column B,Line 42
Folio 54 verso,Column B,Line 43
Folio 54 verso,Column B,Line 44
Folio 54 verso,Column B,Line 45
Folio 54 verso,Column B,Line 46
Folio 54 verso,Column B,Line 47
Folio 55 recto,Column A,Line 01
Folio 55 recto,Column A,Line 02
Folio 55 recto,Column A,Line 03
Folio 55 recto,Column A,Line 04
Folio 55 recto,Column A,Line 05
Folio 55 recto,Column A,Line 06
Folio 55 recto,Column A,Line 07
Folio 55 recto,Column A,Line 08
Folio 55 recto,Column A,Line 09
Folio 55 recto,Column A,Line 10
Folio 55 recto,Column A,Line 11
Folio 55 recto,Column A,Line 12
Folio 55 recto,Column A,Line 13
Folio 55 recto,Column A,Line 14
Folio 55 recto,Column A,Line 15
Folio 55 recto,Column A,Line 16
Folio 55 recto,Column A,Line 17
Folio 55 recto,Column A,Line 18
Folio 55 recto,Column A,Line 19
Folio 55 recto,Column A,Line 20
Folio 55 recto,Column A,Line 21
Folio 55 recto,Column A,Line 22
Folio 55 recto,Column A,Line 23
Folio 55 recto,Column A,Line 24
Folio 55 recto,Column A,Line 25
Folio 55 recto,Column A,Line 26
Folio 55 recto,Column A,Line 27
Folio 55 recto,Column A,Line 28
Folio 55 recto,Column A,Line 29
Folio 55 recto,Column A,Line 30
Folio 55 recto,Column A,Line 31
Folio 55 recto,Column A,Line 32
Folio 55 recto,Column A,Line 33
Folio 55 recto,Column A,Line 34
Folio 55 recto,Column A,Line 35
Folio 55 recto,Column A,Line 36
Folio 55 recto,Column A,Line 37
Folio 55 recto,Column A,Line 38
Folio 55 recto,Column A,Line 39
Folio 55 recto,Column A,Line 40
Folio 55 recto,Column A,Line 41
Folio 55 recto,Column A,Line 42
Folio 55 recto,Column A,Line 43
Folio 55 recto,Column A,Line 44
Folio 55 recto,Column A,Line 45
Folio 55 recto,Column A,Line 46
Folio 55 recto,Column A,Line 47
Folio 55 recto,Column B,Line 01
Folio 55 recto,Column B,Line 02
Folio 55 recto,Column B,Line 03
Folio 55 recto,Column B,Line 04
Folio 55 recto,Column B,Line 05
Folio 55 recto,Column B,Line 06
Folio 55 recto,Column B,Line 07
Folio 55 recto,Column B,Line 08
Folio 55 recto,Column B,Line 09
Folio 55 recto,Column B,Line 10
Folio 55 recto,Column B,Line 11
Folio 55 recto,Column B,Line 12
Folio 55 recto,Column B,Line 13
Folio 55 recto,Column B,Line 14
Folio 55 recto,Column B,Line 15
Folio 55 recto,Column B,Line 16
Folio 55 recto,Column B,Line 17
Folio 55 recto,Column B,Line 18
Folio 55 recto,Column B,Line 19
Folio 55 recto,Column B,Line 20
Folio 55 recto,Column B,Line 21
Folio 55 recto,Column B,Line 22
Folio 55 recto,Column B,Line 23
Folio 55 recto,Column B,Line 24
Folio 55 recto,Column B,Line 25
Folio 55 recto,Column B,Line 26
Folio 55 recto,Column B,Line 27
Folio 55 recto,Column B,Line 28
Folio 55 recto,Column B,Line 29
Folio 55 recto,Column B,Line 30
Folio 55 recto,Column B,Line 31
Folio 55 recto,Column B,Line 32
Folio 55 recto,Column B,Line 33
Folio 55 recto,Column B,Line 34
Folio 55 recto,Column B,Line 35
Folio 55 recto,Column B,Line 36
Folio 55 recto,Column B,Line 37
Folio 55 recto,Column B,Line 38
Folio 55 recto,Column B,Line 39
Folio 55 recto,Column B,Line 40
Folio 55 recto,Column B,Line 41
Folio 55 recto,Column B,Line 42
Folio 55 recto,Column B,Line 43
Folio 55 recto,Column B,Line 44
Folio 55 verso,Column A,Line 01
Folio 55 verso,Column A,Line 02
Folio 55 verso,Column A,Line 03
Folio 55 verso,Column A,Line 04
Folio 55 verso,Column A,Line 05
Folio 55 verso,Column A,Line 06
Folio 55 verso,Column A,Line 07
Folio 55 verso,Column A,Line 08
Folio 55 verso,Column A,Line 09
Folio 55 verso,Column A,Line 10
Folio 55 verso,Column A,Line 11
Folio 55 verso,Column A,Line 12
Folio 55 verso,Column A,Line 13
Folio 55 verso,Column A,Line 14
Folio 55 verso,Column A,Line 15
Folio 55 verso,Column A,Line 16
Folio 55 verso,Column A,Line 17
Folio 55 verso,Column A,Line 18
Folio 55 verso,Column A,Line 19
Folio 55 verso,Column A,Line 20
Folio 55 verso,Column A,Line 21
Folio 55 verso,Column A,Line 22
Folio 55 verso,Column A,Line 23
Folio 55 verso,Column A,Line 24
Folio 55 verso,Column A,Line 25
Folio 55 verso,Column A,Line 26
Folio 55 verso,Column A,Line 27
Folio 55 verso,Column A,Line 28
Folio 55 verso,Column A,Line 29
Folio 55 verso,Column A,Line 30
Folio 55 verso,Column A,Line 31
Folio 55 verso,Column A,Line 32
Folio 55 verso,Column A,Line 33
Folio 55 verso,Column A,Line 34
Folio 55 verso,Column A,Line 35
Folio 55 verso,Column A,Line 36
Folio 55 verso,Column A,Line 37
Folio 55 verso,Column A,Line 38
Folio 55 verso,Column A,Line 39
Folio 55 verso,Column A,Line 40
Folio 55 verso,Column A,Line 41
Folio 55 verso,Column A,Line 42
Folio 55 verso,Column A,Line 43
Folio 55 verso,Column A,Line 44
Folio 55 verso,Column A,Line 45
Folio 55 verso,Column A,Line 46
Folio 55 verso,Column A,Line 47
Folio 55 verso,Column B,Line 01
Folio 55 verso,Column B,Line 02
Folio 55 verso,Column B,Line 03
Folio 55 verso,Column B,Line 04
Folio 55 verso,Column B,Line 05
Folio 55 verso,Column B,Line 06
Folio 55 verso,Column B,Line 07
Folio 55 verso,Column B,Line 08
Folio 55 verso,Column B,Line 09
Folio 55 verso,Column B,Line 10
Folio 55 verso,Column B,Line 11
Folio 55 verso,Column B,Line 12
Folio 55 verso,Column B,Line 13
Folio 55 verso,Column B,Line 14
Folio 55 verso,Column B,Line 15
Folio 55 verso,Column B,Line 16
Folio 55 verso,Column B,Line 17
Folio 55 verso,Column B,Line 18
Folio 55 verso,Column B,Line 19
Folio 55 verso,Column B,Line 20
Folio 55 verso,Column B,Line 21
Folio 55 verso,Column B,Line 22
Folio 55 verso,Column B,Line 23
Folio 55 verso,Column B,Line 24
Folio 55 verso,Column B,Line 25
Folio 55 verso,Column B,Line 26
Folio 55 verso,Column B,Line 27
Folio 55 verso,Column B,Line 28
Folio 55 verso,Column B,Line 29
Folio 55 verso,Column B,Line 30
Folio 55 verso,Column B,Line 31
Folio 55 verso,Column B,Line 32
Folio 55 verso,Column B,Line 33
Folio 55 verso,Column B,Line 34
Folio 55 verso,Column B,Line 35
Folio 55 verso,Column B,Line 36
Folio 55 verso,Column B,Line 37
Folio 55 verso,Column B,Line 38
Folio 55 verso,Column B,Line 39
Folio 55 verso,Column B,Line 40
Folio 55 verso,Column B,Line 41
Folio 55 verso,Column B,Line 42
Folio 55 verso,Column B,Line 43
Folio 55 verso,Column B,Line 44
Folio 55 verso,Column B,Line 45
Folio 55 verso,Column B,Line 46
Folio 56 recto,Column A,Line 01
Folio 56 recto,Column A,Line 02
Folio 56 recto,Column A,Line 03
Folio 56 recto,Column A,Line 04
Folio 56 recto,Column A,Line 05
Folio 56 recto,Column A,Line 06
Folio 56 recto,Column A,Line 07
Folio 56 recto,Column A,Line 08
Folio 56 recto,Column A,Line 09
Folio 56 recto,Column A,Line 10
Folio 56 recto,Column A,Line 11
Folio 56 recto,Column A,Line 12
Folio 56 recto,Column A,Line 13
Folio 56 recto,Column A,Line 14
Folio 56 recto,Column A,Line 15
Folio 56 recto,Column A,Line 16
Folio 56 recto,Column A,Line 17
Folio 56 recto,Column A,Line 18
Folio 56 recto,Column A,Line 19
Folio 56 recto,Column A,Line 20
Folio 56 recto,Column A,Line 21
Folio 56 recto,Column A,Line 22
Folio 56 recto,Column A,Line 23
Folio 56 recto,Column A,Line 24
Folio 56 recto,Column A,Line 25
Folio 56 recto,Column A,Line 26
Folio 56 recto,Column A,Line 27
Folio 56 recto,Column A,Line 28
Folio 56 recto,Column A,Line 29
Folio 56 recto,Column A,Line 30
Folio 56 recto,Column A,Line 31
Folio 56 recto,Column A,Line 32
Folio 56 recto,Column A,Line 33
Folio 56 recto,Column A,Line 34
Folio 56 recto,Column A,Line 35
Folio 56 recto,Column A,Line 36
Folio 56 recto,Column A,Line 37
Folio 56 recto,Column A,Line 38
Folio 56 recto,Column A,Line 39
Folio 56 recto,Column A,Line 40
Folio 56 recto,Column A,Line 41
Folio 56 recto,Column A,Line 42
Folio 56 recto,Column A,Line 43
Folio 56 recto,Column A,Line 44
Folio 56 recto,Column B,Line 01
Folio 56 recto,Column B,Line 02
Folio 56 recto,Column B,Line 03
Folio 56 recto,Column B,Line 04
Folio 56 recto,Column B,Line 05
Folio 56 recto,Column B,Line 06
Folio 56 recto,Column B,Line 07
Folio 56 recto,Column B,Line 08
Folio 56 recto,Column B,Line 09
Folio 56 recto,Column B,Line 10
Folio 56 recto,Column B,Line 11
Folio 56 recto,Column B,Line 12
Folio 56 recto,Column B,Line 13
Folio 56 recto,Column B,Line 14
Folio 56 recto,Column B,Line 15
Folio 56 recto,Column B,Line 16
Folio 56 recto,Column B,Line 17
Folio 56 recto,Column B,Line 18
Folio 56 recto,Column B,Line 19
Folio 56 recto,Column B,Line 20
Folio 56 recto,Column B,Line 21
Folio 56 recto,Column B,Line 22
Folio 56 recto,Column B,Line 23
Folio 56 recto,Column B,Line 24
Folio 56 recto,Column B,Line 25
Folio 56 recto,Column B,Line 26
Folio 56 recto,Column B,Line 27
Folio 56 recto,Column B,Line 28
Folio 56 recto,Column B,Line 29
Folio 56 recto,Column B,Line 30
Folio 56 recto,Column B,Line 31
Folio 56 recto,Column B,Line 32
Folio 56 recto,Column B,Line 33
Folio 56 recto,Column B,Line 34
Folio 56 recto,Column B,Line 35
Folio 56 recto,Column B,Line 36
Folio 56 recto,Column B,Line 37
Folio 56 recto,Column B,Line 38
Folio 56 recto,Column B,Line 39
Folio 56 recto,Column B,Line 40
Folio 56 recto,Column B,Line 41
Folio 56 recto,Column B,Line 42
Folio 56 recto,Column B,Line 43
Folio 56 recto,Column B,Line 44
Folio 56 recto,Column B,Line 45
Folio 56 verso,Column A,Line 01
Folio 56 verso,Column A,Line 02
Folio 56 verso,Column A,Line 03
Folio 56 verso,Column A,Line 04
Folio 56 verso,Column A,Line 05
Folio 56 verso,Column A,Line 06
Folio 56 verso,Column A,Line 07
Folio 56 verso,Column A,Line 08
Folio 56 verso,Column A,Line 09
Folio 56 verso,Column A,Line 10
Folio 56 verso,Column A,Line 11
Folio 56 verso,Column A,Line 12
Folio 56 verso,Column A,Line 13
Folio 56 verso,Column A,Line 14
Folio 56 verso,Column A,Line 15
Folio 56 verso,Column A,Line 16
Folio 56 verso,Column A,Line 17
Folio 56 verso,Column A,Line 18
Folio 56 verso,Column A,Line 19
Folio 56 verso,Column A,Line 20
Folio 56 verso,Column A,Line 21
Folio 56 verso,Column A,Line 22
Folio 56 verso,Column A,Line 23
Folio 56 verso,Column A,Line 24
Folio 56 verso,Column A,Line 25
Folio 56 verso,Column A,Line 26
Folio 56 verso,Column A,Line 27
Folio 56 verso,Column A,Line 28
Folio 56 verso,Column A,Line 29
Folio 56 verso,Column A,Line 30
Folio 56 verso,Column A,Line 31
Folio 56 verso,Column A,Line 32
Folio 56 verso,Column A,Line 33
Folio 56 verso,Column A,Line 34
Folio 56 verso,Column A,Line 35
Folio 56 verso,Column A,Line 36
Folio 56 verso,Column B,Line 01
Folio 56 verso,Column B,Line 02
Folio 56 verso,Column B,Line 03
Folio 56 verso,Column B,Line 04
Folio 56 verso,Column B,Line 05
Folio 56 verso,Column B,Line 06
Folio 56 verso,Column B,Line 07
Folio 56 verso,Column B,Line 08
Folio 56 verso,Column B,Line 09
Folio 56 verso,Column B,Line 10
Folio 56 verso,Column B,Line 11
Folio 56 verso,Column B,Line 12
Folio 56 verso,Column B,Line 13
Folio 56 verso,Column B,Line 14
Folio 56 verso,Column B,Line 15
Folio 56 verso,Column B,Line 16
Folio 56 verso,Column B,Line 17
Folio 56 verso,Column B,Line 18
Folio 56 verso,Column B,Line 19
Folio 56 verso,Column B,Line 20
Folio 56 verso,Column B,Line 21
Folio 56 verso,Column B,Line 22
Folio 56 verso,Column B,Line 23
Folio 56 verso,Column B,Line 24
Folio 56 verso,Column B,Line 25
Folio 56 verso,Column B,Line 26
Folio 56 verso,Column B,Line 27
Folio 56 verso,Column B,Line 28
Folio 56 verso,Column B,Line 29
Folio 56 verso,Column B,Line 30
Folio 56 verso,Column B,Line 31
Folio 56 verso,Column B,Line 32
Folio 56 verso,Column B,Line 33
Folio 56 verso,Column B,Line 34
Folio 56 verso,Column B,Line 35